1;23.455569;72.568274;[[384,303],[550,303],[550,411],[440,411],[441,363]]
2;23.00603671;72.60129619;[[166,218],[381,218],[381,404],[166,404]]
3;22.33560013;69.76233713;[[2,182],[407,182],[407,338],[117,493],[2,348]]
7;22.33560013;69.76233713;[[0,0],[580,0],[580,620],[0,620]]
4;23.02695648;72.63268738;[[141,418],[257,419],[274,444],[245,545],[200,551],[119,558]]
5;23.19258759;72.63792152;[[162,442],[303,447],[280,622],[146,621]]
6;23.18563168;72.57543336;[[191,324],[358,215],[409,278],[211,397]]
8;23.076670;72.530434;[[244,216],[371,225],[430,310],[318,333],[224,320]]
